courseLink,courseName,courseSubject,coursePrice,courseProvider,Purchase,Enquiry
https://www.reed.co.uk/courses/internal-external-auditors-and-functional-maths-training-course-cpd-accredited/262426#/courses/writing?pageno=180,Internal &amp; External Auditors and Functional Maths Training Course - CPD Accredited,Business_Business management,19,Course Gate,0,0
https://www.reed.co.uk/courses/leading-strategically-the-six-key-questions/246254#/courses/writing?pageno=94,Leading Strategically - The Six Key Questions,Business_Business management,624,The Hub Events Limited,0,0
https://www.reed.co.uk/courses/project-management-diploma/98276#/courses/writing?pageno=29,Project Management Diploma,Project management,12,Oxford Home Study College,232,0
https://www.reed.co.uk/courses/a-practical-guide-to-database-design-and-access-sql/260042#/courses/writing?pageno=49,A Practical Guide to Database Design and Access SQL,IT_Coding_SQL,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/credit-rating-project--7--mahindra-mahindra-online-course/259156#/courses/writing?pageno=73,Credit Rating Project # 7 – Mahindra &amp; Mahindra Online Course,Finance,169,EduCBA,0,0
https://www.reed.co.uk/courses/php-mariadb-for-web-development-in-house-training/238118#/courses/writing?pageno=91,PHP &amp; MariaDB for Web Development - In-house Training,IT_Development_Web development,,StayAhead Training,0,0
https://www.reed.co.uk/courses/javascript-working-with-javascript-streams-online-training-course/233785#/courses/writing?pageno=106,JavaScript: Working with JavaScript Streams Online Training Course,IT_Coding,27,Learning 247,0,0
https://www.reed.co.uk/courses/prince2-foundation-practitioner/264633#/courses/writing?pageno=143,PRINCE2&#174; Foundation &amp; Practitioner,IT_Project management,659,Study365,0,0
https://www.reed.co.uk/courses/cleaning-business-management-cpd-accredited/239013#/courses/writing?pageno=42,Cleaning Business Management - CPD Accredited ,Business,17,One Education,101,0
https://www.reed.co.uk/courses/diploma-in-office-administration-level-4/237194#/courses/writing?pageno=146,Diploma in Office Administration - Level 4 ,"Admin, secretarial &amp; PA_Administration",39,Global Edulink,15,0
https://www.reed.co.uk/courses/diploma-in-beautician-training-level-3-certification/246781#/courses/writing?pageno=176,Diploma in Beautician Training - Level 3 Certification,Fashion &amp; Beauty,99,Study365,0,0
https://www.reed.co.uk/courses/instructional-design-pro-part-2-no-beginners-allowed/261284#/courses/writing?pageno=123,Instructional Design Pro (Part 2): No Beginners Allowed!,Teaching,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/safeguarding-vulnerable-adults-level-3-online-cpd-training-course/246391#/courses/writing?pageno=154,Safeguarding Vulnerable Adults Level 3 - Online CPD Training Course,Health &amp; care_Care,24.99,Octrac consulting,1,0
https://www.reed.co.uk/courses/learning-php-data-objects-pdo/261629#/courses/writing?pageno=141,Learning PHP Data Objects PDO,IT_Coding_PHP,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/project-management-with-six-sigma-prince2-and-more/68497#/courses/writing?pageno=139,"Project Management with Six Sigma, PRINCE2 and more.",Project management,,ITonlinelearning,0,1
https://www.reed.co.uk/courses/become-an-aspnet-developer/233985#/courses/writing?pageno=182,BECOME AN ASP.NET DEVELOPER,IT_Coding_.NET,99,EduCBA,1,0
https://www.reed.co.uk/courses/learn-mongodb-from-scratch/219474#/courses/writing?pageno=177,Learn MongoDB From Scratch,IT_Coding,300,Stone River eLearning,0,0
https://www.reed.co.uk/courses/python-for-beginners-2017-video/195069#/courses/writing?pageno=64,Python for Beginners 2017 [Video],IT,84.66,Packt Publishing,1,0
https://www.reed.co.uk/courses/touch-typing-and-shorthand-certification/266974#/courses/writing?pageno=50,Touch Typing and Shorthand Certification,Personal development,89,Active Recruitment Ltd,1,0
https://www.reed.co.uk/courses/python-full-stack-web-development-with-google-cloud-service/262586#/courses/writing?pageno=180,Python Full Stack Web Development With Google Cloud Service,IT_Development_Web development,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/professional-media-training-course/254227#/courses/writing?pageno=67,Professional Media Training Course,Philosophy,3960,London Training For Excellence,0,0
https://www.reed.co.uk/courses/cfa-i-201902--quantitative-methods-training-course/258973#/courses/writing?pageno=140,CFA I 2019:02 – Quantitative Methods Training Course,Finance,149,EduCBA,0,0
https://www.reed.co.uk/courses/how-to-write-a-screenplay/261750#/courses/writing?pageno=13,How To Write A Screenplay,Performing arts_Filmmaking,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/beginner-api-development-in-node-express-es6-mongodb/262032#/courses/writing?pageno=102,"Beginner API development in Node, Express, ES6, &amp; MongoDB",IT_Development,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/70-414-implementing-an-advanced-server-infrastructure/231420#/courses/writing?pageno=144,70-414 Implementing an Advanced Server Infrastructure,IT_Database,49,1 Training,1,0
https://www.reed.co.uk/courses/level-2-certificate-in-business-and-general-mathematics/221003#/courses/writing?pageno=159,Level 2 Certificate in Business and General Mathematics,Business,29,Infinity Learning,1,0
https://www.reed.co.uk/courses/sql-training/242116#/courses/writing?pageno=28,SQL Training,IT_Database,10,Uplatz,1,0
https://www.reed.co.uk/courses/admin-secretarial-pa/244026#/courses/writing?pageno=29,"Admin, Secretarial &amp; PA","Admin, secretarial &amp; PA_Administration",10,Inspire London College Ltd,295,0
https://www.reed.co.uk/courses/protractor-jasmine--angular-js/251297#/courses/writing?pageno=36,Protractor &amp; Jasmine – Angular JS,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/software-architecture-meta-and-solid-principles-in-c/261468#/courses/writing?pageno=111,Software Architecture: Meta and SOLID Principles in C#,IT_Coding,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/professional-adult-care-course-bundle/233218#/courses/writing?pageno=169,Professional Adult Care Course Bundle ,Health &amp; care_Nursing,89,Global Edulink,0,0
https://www.reed.co.uk/courses/level-5-certificate-in-teaching-english-as-a-foreign-language-tefl-the-tefl-academy/251176#/courses/writing?pageno=112,Level 5 Certificate in Teaching English as a Foreign Language (TEFL) (The TEFL Academy),English,999,London School of Planning and Management,0,6
https://www.reed.co.uk/courses/seo-secrets-for-page-optimization-online-course/245272#/courses/writing?pageno=154,SEO Secrets for Page Optimization Online Course,Marketing_SEO,10,EduCBA,1,0
https://www.reed.co.uk/courses/diploma-in-cake-baking-and-decorating-level-3-certification/246779#/courses/writing?pageno=176,Diploma in Cake Baking and Decorating - Level 3 Certification,Hospitality &amp; catering_Food_Baking,99,Study365,0,0
https://www.reed.co.uk/courses/wordpress-for-business/202744#/courses/writing?pageno=154,WordPress for Business,IT_Development_Web development,157,Skill Success,4,0
https://www.reed.co.uk/courses/cover-letter-mastery-course/189657#/courses/writing?pageno=29,Cover Letter Mastery Course,Job search skills,29,Skill Success,0,0
https://www.reed.co.uk/courses/solaris-fundamentals/238764#/courses/writing?pageno=43,Solaris Fundamentals,IT,2130,StayAhead Training,0,0
https://www.reed.co.uk/courses/personal-branding-be-seen-as-a-celebrity/72010#/courses/writing?pageno=121,PERSONAL BRANDING: BE SEEN AS A CELEBRITY!,Management_Performance management,12,OfCourse,15,0
https://www.reed.co.uk/courses/microsoft-word-2011-for-mac--word-for-mac-online-training/254555#/courses/writing?pageno=138,Microsoft Word 2011 for Mac – Word for Mac Online Training,Office skills_Microsoft Office_Microsoft Word,99,EduCBA,0,0
https://www.reed.co.uk/courses/legal-secretary-diploma-cpd-certified/230549#/courses/writing?pageno=45,Legal Secretary Diploma - CPD Certified ,Law_Legal secretary_CILEx,17,Janets,19,0
https://www.reed.co.uk/courses/certificate-in-teaching-esl-efl-grammar-online-course/190732#/courses/writing?pageno=171,Certificate in Teaching ESL/EFL Grammar Online Course,English,299,Courses for Success,0,0
https://www.reed.co.uk/courses/microsoft-70-464-developing-microsoft-sql-server-2012/206461#/courses/writing?pageno=134,Microsoft 70-464: Developing Microsoft SQL Server 2012,IT_Coding,99,Study247,0,0
https://www.reed.co.uk/courses/diploma-in-hr-management/223252#/courses/writing?pageno=162,Diploma in HR Management ,HR,29,Infinity Learning,0,0
https://www.reed.co.uk/courses/bid-tender-and-sales-proposal-writing/99552#/courses/writing?pageno=13,"Bid, tender and sales-proposal writing",Sales,594,Emphasis,0,13
https://www.reed.co.uk/courses/compact-seo-course-in-german/259922#/courses/writing?pageno=36,Compact SEO course in German,Marketing,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/sales-salesperson-diploma-cpd-certified/77411#/courses/writing?pageno=182,Sales / Salesperson Diploma - CPD Certified,Marketing,49,Be-a.co.uk,82,0
https://www.reed.co.uk/courses/mos-onenote-2013--exam-77-421-prep-online-training/254420#/courses/writing?pageno=110,MOS: OneNote 2013 – Exam 77-421 Prep Online Training,Office skills_Microsoft Office,99,EduCBA,0,0
https://www.reed.co.uk/courses/business-the-fundamentals-of-business-process-management/230798#/courses/writing?pageno=21,Business The Fundamentals of Business Process Management,Business,10,CPD Courses,5,0
https://www.reed.co.uk/courses/scheme-programming/240081#/courses/writing?pageno=51,Scheme Programming,IT,10,EduCBA,0,0
https://www.reed.co.uk/courses/british-cleaning-course-cpd-accredited/233681#/courses/writing?pageno=42,British Cleaning Course - CPD Accredited,Health and safety,19,One Education,106,0
https://www.reed.co.uk/courses/mastering-swift-2-programming-video/198894#/courses/writing?pageno=47,Mastering Swift 2 Programming [Video],IT_Coding,73.18,Packt Publishing,0,0
https://www.reed.co.uk/courses/qa-level-3-award-in-emergency-first-aid-at-work/217322#/courses/writing?pageno=96,QA Level 3 Award in Emergency First Aid At Work,Health and safety_First aid_First aid at work,88,Vital Signs Learning,0,0
https://www.reed.co.uk/courses/visual-basic-for-excel--beginners-to-beyond-guide/254563#/courses/writing?pageno=98,Visual Basic for Excel – Beginners to Beyond Guide,Office skills_Microsoft Office_Microsoft Excel,99,EduCBA,0,0
https://www.reed.co.uk/courses/job-search-skills--online-cpd-accredited-training-course/216674#/courses/writing?pageno=176,Job Search Skills – Online CPD Accredited Training Course ,Job search skills,10,MHC Training Solutions,0,0
https://www.reed.co.uk/courses/holistic-therapy-business-course/197386#/courses/writing?pageno=108,Holistic Therapy Business Course,Health &amp; care_Alternative medicine_Aromatherapy,49,Centre of Excellence,2,0
https://www.reed.co.uk/courses/working-in-teams-certificate-cpd-approved/193160#/courses/writing?pageno=169,Working in Teams Certificate - CPD approved,Personal development,15,Be-a.co.uk,1,0
https://www.reed.co.uk/courses/html-css-javascript-foundations-online-training-course/217221#/courses/writing?pageno=53,"HTML, CSS &amp; JavaScript Foundations Online Training Course",IT_Coding_JavaScript,27,Learning 247,1,0
https://www.reed.co.uk/courses/cfa-level-201--ethical-professional-standards/255321#/courses/writing?pageno=99,CFA Level 2:01 – Ethical &amp; Professional Standards,Finance,149,EduCBA,0,0
https://www.reed.co.uk/courses/2-in-1-bundle-unity-3d-vr-game-bundle/230705#/courses/writing?pageno=124,2-in-1 Bundle: Unity 3D &amp; VR Game Bundle,Design,35,Blue Mountain,0,0
https://www.reed.co.uk/courses/management-workshops-1-15-days/187790#/courses/writing?pageno=107,Management workshops - 1 - 15 days   ,Business_Business development,99,Training Works,0,0
https://www.reed.co.uk/courses/unity-5-shader-programming--beginner-to-beyond/256130#/courses/writing?pageno=36,Unity 5 Shader Programming – Beginner To Beyond,Design,99,EduCBA,0,0
https://www.reed.co.uk/courses/health-and-safety-officer-level-3-training-course-cpd-accredited/259457#/courses/writing?pageno=57,Health and Safety Officer Level 3 Training Course - CPD Accredited,Health &amp; care,12,One Education,8,0
https://www.reed.co.uk/courses/omnigraffle-pro-online-training/258614#/courses/writing?pageno=72,OmniGraffle Pro Online Training,Business,99,EduCBA,0,0
https://www.reed.co.uk/courses/the-managers-guide-to-employment-law-effective-performance-management/231159#/courses/writing?pageno=105,The managers guide to employment law - effective performance management,HR_Employment law,42,BPP Professional Education,3,0
https://www.reed.co.uk/courses/introduction-to-application-development-with-java-in-house-training/233574#/courses/writing?pageno=125,Introduction to Application Development with Java &#39;In-House Training&#39;,IT_Coding_Java,,Pairview Training,0,0
https://www.reed.co.uk/courses/level-4-diploma-in-business-management-120-credits/242497#/courses/writing?pageno=108,Level 4 Diploma in Business Management (120 credits),Business,950,London School of International Business,0,2
https://www.reed.co.uk/courses/beauty-therapy-level-5/236786#/courses/writing?pageno=50,Beauty Therapy Level 5,Fashion &amp; Beauty,15,CPD Courses,61,0
https://www.reed.co.uk/courses/oracle-9i-course-bundle/239594#/courses/writing?pageno=114,Oracle 9i Course Bundle,IT_Big data,99,EduCBA,0,0
https://www.reed.co.uk/courses/will-writing-workshop/230480#/courses/writing?pageno=7,Will Writing Workshop,Law,504,BPP Professional Education,0,0
https://www.reed.co.uk/courses/business-case-writing/202118#/courses/writing?pageno=11,Business Case Writing,Business_Business management,18,Ed-Next (Consult +),2,0
https://www.reed.co.uk/courses/train-the-trainer/244357#/courses/writing?pageno=28,Train the Trainer,Teaching_Train the trainer,10,UK Professional Development Academy LTD,90,0
https://www.reed.co.uk/courses/strategic-trading-3-courses-in-1-plus-live-daily-trading-broadcasts/259980#/courses/writing?pageno=165,Strategic Trading - 3 courses in 1 plus live daily trading broadcasts,Finance_Financial analysis,289,My Trading Skills,0,0
https://www.reed.co.uk/courses/microsoft-mstest-training-course/257149#/courses/writing?pageno=54,Microsoft MSTest Training Course,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/spoken-english/192184#/courses/writing?pageno=91,Spoken English,English,180,College of Contract Management,0,0
https://www.reed.co.uk/courses/omnigraffle-pro-online-training/256332#/courses/writing?pageno=62,OmniGraffle Pro Online Training,Business,99,EduCBA,0,0
https://www.reed.co.uk/courses/php-programming-mysql-for-web-development/238651#/courses/writing?pageno=79,PHP Programming &amp; MySQL for Web Development,IT,1914,StayAhead Training,0,5
https://www.reed.co.uk/courses/oracle-9i-pl-sql02-procedures-and-functions/237610#/courses/writing?pageno=113,Oracle 9i PL/SQL:02 - Procedures and Functions,IT,10,EduCBA,0,0
https://www.reed.co.uk/courses/autocad-vba-programming-beginner-course/260065#/courses/writing?pageno=102,AutoCAD VBA Programming - Beginner Course,IT_Computer,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/c-programming--from-beginners-to-beyond/247630#/courses/writing?pageno=65,C++ Programming – From Beginners to Beyond,IT_Coding_C++,99,EduCBA,0,0
https://www.reed.co.uk/courses/python-programming-bible-hands-on-python-3-with-10-projects/260248#/courses/writing?pageno=46,Python Programming Bible: Hands-On Python 3 with 10 Projects,IT_Coding_Python,10,Simpliv LLC,0,0
